path,x,y,zoom,col
aachen_000026_000019_leftImg8bit.png,1294,98,0.125,g
aachen_000026_000019_leftImg8bit.png,1305,162,0.125,g
aachen_000026_000019_leftImg8bit.png,871,102,0.125,g
aachen_000026_000019_leftImg8bit.png,1266,205,0.125,g
aachen_000026_000019_leftImg8bit.png,1301,99,0.125,g
aachen_000026_000019_leftImg8bit.png,1375,13,0.125,g
aachen_000027_000019_leftImg8bit.png,785,473,0.125,g
aachen_000027_000019_leftImg8bit.png,1284,204,0.125,g
aachen_000028_000019_leftImg8bit.png,1009,393,0.25,r
aachen_000028_000019_leftImg8bit.png,1054,161,0.125,r
aachen_000028_000019_leftImg8bit.png,951,445,0.125,r
aachen_000028_000019_leftImg8bit.png,895,80,0.125,r
aachen_000028_000019_leftImg8bit.png,982,444,0.125,r
aachen_000028_000019_leftImg8bit.png,935,320,0.125,r
aachen_000028_000019_leftImg8bit.png,1117,18,0.125,g
aachen_000028_000019_leftImg8bit.png,1129,155,0.125,g
aachen_000028_000019_leftImg8bit.png,1077,187,0.25,g
aachen_000028_000019_leftImg8bit.png,1117,142,0.25,g
aachen_000028_000019_leftImg8bit.png,1069,158,0.125,g
aachen_000028_000019_leftImg8bit.png,1150,181,0.125,g
aachen_000028_000019_leftImg8bit.png,1082,108,0.125,g
aachen_000028_000019_leftImg8bit.png,1143,4,0.25,g
aachen_000028_000019_leftImg8bit.png,900,108,0.125,g
aachen_000028_000019_leftImg8bit.png,1189,55,0.125,g
aachen_000028_000019_leftImg8bit.png,1113,154,0.125,g
aachen_000028_000019_leftImg8bit.png,1135,22,0.125,g
aachen_000028_000019_leftImg8bit.png,1126,146,0.125,g
aachen_000029_000019_leftImg8bit.png,853,459,0.5,r
aachen_000029_000019_leftImg8bit.png,834,462,0.125,r
aachen_000029_000019_leftImg8bit.png,810,491,0.5,r
aachen_000029_000019_leftImg8bit.png,732,491,0.25,r
aachen_000029_000019_leftImg8bit.png,931,448,0.125,r
aachen_000029_000019_leftImg8bit.png,881,462,0.25,r
aachen_000029_000019_leftImg8bit.png,1655,294,1,g
aachen_000029_000019_leftImg8bit.png,662,277,1,g
aachen_000029_000019_leftImg8bit.png,920,447,0.25,g
aachen_000029_000019_leftImg8bit.png,1121,419,0.125,g
aachen_000030_000019_leftImg8bit.png,824,453,0.5,r
aachen_000030_000019_leftImg8bit.png,1248,385,0.125,r
aachen_000030_000019_leftImg8bit.png,763,460,0.125,r
aachen_000030_000019_leftImg8bit.png,704,478,0.125,g
aachen_000031_000019_leftImg8bit.png,1906,306,0.5,g
aachen_000031_000019_leftImg8bit.png,510,207,0.25,g
aachen_000031_000019_leftImg8bit.png,470,161,0.125,g
aachen_000032_000019_leftImg8bit.png,989,317,0.25,g
aachen_000032_000019_leftImg8bit.png,1398,2,0.125,g
aachen_000033_000019_leftImg8bit.png,1010,442,0.5,r
aachen_000033_000019_leftImg8bit.png,1267,50,0.125,g
aachen_000033_000019_leftImg8bit.png,1157,38,0.125,g
aachen_000033_000019_leftImg8bit.png,1109,15,0.125,g
aachen_000034_000019_leftImg8bit.png,1019,443,0.125,r
aachen_000034_000019_leftImg8bit.png,1115,36,0.125,r
aachen_000034_000019_leftImg8bit.png,1218,100,0.25,g
aachen_000034_000019_leftImg8bit.png,1211,114,0.25,g
aachen_000034_000019_leftImg8bit.png,1262,450,0.25,g
aachen_000034_000019_leftImg8bit.png,1135,120,0.25,g
aachen_000034_000019_leftImg8bit.png,1199,113,0.125,g
aachen_000035_000019_leftImg8bit.png,82,220,1,r
aachen_000035_000019_leftImg8bit.png,1276,242,0.5,r
aachen_000035_000019_leftImg8bit.png,120,447,0.25,r
aachen_000035_000019_leftImg8bit.png,177,445,0.25,r
aachen_000035_000019_leftImg8bit.png,906,330,0.25,r
aachen_000036_000019_leftImg8bit.png,343,454,0.5,r
aachen_000036_000019_leftImg8bit.png,466,488,1,g
aachen_000036_000019_leftImg8bit.png,451,63,0.25,g
aachen_000036_000019_leftImg8bit.png,221,471,0.125,g
aachen_000036_000019_leftImg8bit.png,1194,444,0.125,g
aachen_000036_000019_leftImg8bit.png,1894,395,0.125,g
aachen_000037_000019_leftImg8bit.png,1372,49,0.25,g
aachen_000038_000019_leftImg8bit.png,1139,424,0.25,g
aachen_000039_000019_leftImg8bit.png,833,352,0.125,g
aachen_000041_000019_leftImg8bit.png,1056,422,0.25,r
aachen_000041_000019_leftImg8bit.png,904,53,0.25,r
aachen_000041_000019_leftImg8bit.png,891,174,0.25,r
aachen_000041_000019_leftImg8bit.png,748,9,0.125,r
aachen_000041_000019_leftImg8bit.png,909,107,0.125,g
aachen_000041_000019_leftImg8bit.png,889,205,0.125,g
aachen_000041_000019_leftImg8bit.png,66,97,0.125,g
aachen_000041_000019_leftImg8bit.png,890,56,0.25,g
aachen_000041_000019_leftImg8bit.png,1550,41,0.125,g
aachen_000041_000019_leftImg8bit.png,840,2,0.125,g
aachen_000041_000019_leftImg8bit.png,794,55,0.125,g
aachen_000042_000019_leftImg8bit.png,1106,422,0.25,r
aachen_000042_000019_leftImg8bit.png,810,184,0.125,r
aachen_000042_000019_leftImg8bit.png,1044,421,0.25,r
aachen_000042_000019_leftImg8bit.png,848,176,0.125,g
aachen_000042_000019_leftImg8bit.png,844,408,0.125,g
aachen_000042_000019_leftImg8bit.png,1253,203,0.25,g
aachen_000042_000019_leftImg8bit.png,827,122,0.25,g
aachen_000042_000019_leftImg8bit.png,1287,189,0.125,g
aachen_000042_000019_leftImg8bit.png,898,112,0.125,g
aachen_000042_000019_leftImg8bit.png,1132,140,0.125,g
aachen_000042_000019_leftImg8bit.png,910,92,0.125,g
aachen_000042_000019_leftImg8bit.png,790,175,0.25,g
aachen_000042_000019_leftImg8bit.png,1342,134,0.125,g
aachen_000043_000019_leftImg8bit.png,1213,4,0.25,r
aachen_000043_000019_leftImg8bit.png,959,428,0.5,r
aachen_000043_000019_leftImg8bit.png,843,410,0.25,r
aachen_000043_000019_leftImg8bit.png,971,424,0.125,r
aachen_000043_000019_leftImg8bit.png,174,497,0.125,r
aachen_000043_000019_leftImg8bit.png,795,4,0.25,g
aachen_000043_000019_leftImg8bit.png,1240,105,0.125,g
aachen_000043_000019_leftImg8bit.png,986,93,0.125,g
aachen_000043_000019_leftImg8bit.png,1242,113,0.25,g
aachen_000043_000019_leftImg8bit.png,1356,105,0.125,g
aachen_000043_000019_leftImg8bit.png,800,80,0.125,g
aachen_000044_000019_leftImg8bit.png,776,401,0.25,r
aachen_000044_000019_leftImg8bit.png,689,454,0.125,r
aachen_000044_000019_leftImg8bit.png,622,17,0.25,g
aachen_000044_000019_leftImg8bit.png,603,175,0.25,g
aachen_000044_000019_leftImg8bit.png,1867,17,0.125,g
aachen_000044_000019_leftImg8bit.png,645,235,0.125,g
aachen_000044_000019_leftImg8bit.png,1940,21,0.125,g
aachen_000044_000019_leftImg8bit.png,1829,62,0.25,g
aachen_000045_000019_leftImg8bit.png,1542,17,0.125,g
aachen_000045_000019_leftImg8bit.png,1020,38,0.125,g
aachen_000045_000019_leftImg8bit.png,1162,233,0.25,g
aachen_000045_000019_leftImg8bit.png,567,122,0.5,g
aachen_000045_000019_leftImg8bit.png,554,157,0.25,g
aachen_000045_000019_leftImg8bit.png,773,84,0.125,g
aachen_000045_000019_leftImg8bit.png,591,109,0.125,g
aachen_000045_000019_leftImg8bit.png,764,39,0.25,g
aachen_000045_000019_leftImg8bit.png,1150,139,0.25,g
aachen_000045_000019_leftImg8bit.png,955,39,0.125,g
aachen_000045_000019_leftImg8bit.png,1040,29,0.125,g
aachen_000045_000019_leftImg8bit.png,610,14,0.25,g
aachen_000045_000019_leftImg8bit.png,685,35,0.25,g
aachen_000045_000019_leftImg8bit.png,824,24,0.125,g
aachen_000045_000019_leftImg8bit.png,570,23,0.125,g
aachen_000045_000019_leftImg8bit.png,612,27,0.125,g
aachen_000045_000019_leftImg8bit.png,603,139,0.125,g
aachen_000045_000019_leftImg8bit.png,754,57,0.125,g
aachen_000045_000019_leftImg8bit.png,943,84,0.125,g
aachen_000045_000019_leftImg8bit.png,546,28,0.125,g
aachen_000045_000019_leftImg8bit.png,762,68,0.125,g
aachen_000045_000019_leftImg8bit.png,826,87,0.125,g
aachen_000046_000019_leftImg8bit.png,1538,488,1,g
aachen_000047_000019_leftImg8bit.png,332,33,0.5,g
aachen_000047_000019_leftImg8bit.png,700,76,0.25,g
aachen_000047_000019_leftImg8bit.png,392,422,0.5,g
aachen_000047_000019_leftImg8bit.png,654,57,0.125,g
aachen_000047_000019_leftImg8bit.png,692,153,0.125,g
aachen_000048_000019_leftImg8bit.png,1461,136,0.125,r
aachen_000048_000019_leftImg8bit.png,1472,205,0.125,g
aachen_000048_000019_leftImg8bit.png,1445,3,0.125,g
aachen_000048_000019_leftImg8bit.png,819,18,0.5,g
aachen_000048_000019_leftImg8bit.png,1060,59,0.25,g
aachen_000048_000019_leftImg8bit.png,795,477,0.125,g
aachen_000048_000019_leftImg8bit.png,1142,448,0.25,g
aachen_000048_000019_leftImg8bit.png,1451,157,0.125,g
aachen_000048_000019_leftImg8bit.png,1412,219,0.125,g
aachen_000048_000019_leftImg8bit.png,866,24,0.125,g
aachen_000048_000019_leftImg8bit.png,1391,208,0.125,g
aachen_000048_000019_leftImg8bit.png,1458,210,0.125,g
aachen_000048_000019_leftImg8bit.png,1092,17,0.125,g
aachen_000048_000019_leftImg8bit.png,1062,6,0.125,g
aachen_000048_000019_leftImg8bit.png,1441,136,0.125,g
aachen_000049_000019_leftImg8bit.png,1335,133,0.25,g
aachen_000049_000019_leftImg8bit.png,1312,83,0.125,g
aachen_000049_000019_leftImg8bit.png,1287,219,0.125,g
aachen_000049_000019_leftImg8bit.png,1353,82,0.125,g
aachen_000050_000019_leftImg8bit.png,922,51,0.125,g
aachen_000051_000019_leftImg8bit.png,343,413,0.125,r
aachen_000051_000019_leftImg8bit.png,490,354,0.125,r
aachen_000051_000019_leftImg8bit.png,416,419,0.125,r
aachen_000052_000019_leftImg8bit.png,1033,477,0.5,r
aachen_000052_000019_leftImg8bit.png,940,478,0.5,r
aachen_000052_000019_leftImg8bit.png,1041,464,0.125,r
aachen_000052_000019_leftImg8bit.png,763,488,0.25,r
aachen_000052_000019_leftImg8bit.png,841,488,0.25,r
aachen_000052_000019_leftImg8bit.png,932,465,0.125,r
aachen_000052_000019_leftImg8bit.png,1597,41,0.125,g
aachen_000052_000019_leftImg8bit.png,1889,28,0.25,g
aachen_000053_000019_leftImg8bit.png,735,445,0.125,r
aachen_000053_000019_leftImg8bit.png,997,440,0.125,r
aachen_000053_000019_leftImg8bit.png,1091,438,0.25,r
aachen_000053_000019_leftImg8bit.png,1029,295,0.25,r
aachen_000053_000019_leftImg8bit.png,1142,439,0.25,r
aachen_000053_000019_leftImg8bit.png,1063,445,0.125,r
aachen_000054_000019_leftImg8bit.png,708,291,0.125,r
aachen_000054_000019_leftImg8bit.png,805,381,0.25,r
aachen_000054_000019_leftImg8bit.png,275,454,0.5,r
aachen_000054_000019_leftImg8bit.png,999,439,0.25,r
aachen_000054_000019_leftImg8bit.png,1086,439,0.25,r
aachen_000054_000019_leftImg8bit.png,117,386,0.125,g
aachen_000054_000019_leftImg8bit.png,98,385,0.125,g
aachen_000057_000019_leftImg8bit.png,1136,239,0.125,g
aachen_000057_000019_leftImg8bit.png,814,20,0.125,g
aachen_000057_000019_leftImg8bit.png,445,91,0.125,g
aachen_000057_000019_leftImg8bit.png,1182,146,0.25,g
aachen_000057_000019_leftImg8bit.png,1052,205,0.25,g
aachen_000057_000019_leftImg8bit.png,459,49,0.25,g
aachen_000057_000019_leftImg8bit.png,1131,248,0.125,g
aachen_000057_000019_leftImg8bit.png,1166,258,0.25,g
aachen_000057_000019_leftImg8bit.png,899,57,0.25,g
aachen_000057_000019_leftImg8bit.png,871,122,0.25,g
aachen_000057_000019_leftImg8bit.png,1197,177,0.25,g
aachen_000057_000019_leftImg8bit.png,1102,229,0.25,g
aachen_000057_000019_leftImg8bit.png,1314,79,0.25,g
aachen_000058_000019_leftImg8bit.png,1140,276,0.25,r
aachen_000058_000019_leftImg8bit.png,1338,451,0.25,r
aachen_000058_000019_leftImg8bit.png,1370,454,0.25,r
aachen_000058_000019_leftImg8bit.png,1454,454,0.25,r
aachen_000058_000019_leftImg8bit.png,1035,362,0.25,r
aachen_000058_000019_leftImg8bit.png,1422,260,0.25,r
aachen_000058_000019_leftImg8bit.png,1565,366,0.25,r
aachen_000058_000019_leftImg8bit.png,1302,447,0.25,r
aachen_000058_000019_leftImg8bit.png,1370,463,0.25,g
aachen_000059_000019_leftImg8bit.png,795,443,0.25,r
aachen_000059_000019_leftImg8bit.png,1002,322,0.125,g
aachen_000059_000019_leftImg8bit.png,1087,389,0.125,g
aachen_000060_000019_leftImg8bit.png,1245,2,0.25,g
aachen_000060_000019_leftImg8bit.png,1014,124,0.25,g
aachen_000060_000019_leftImg8bit.png,1097,409,0.125,g
aachen_000060_000019_leftImg8bit.png,864,452,0.125,g
aachen_000060_000019_leftImg8bit.png,986,189,0.25,g
aachen_000060_000019_leftImg8bit.png,890,179,0.125,g
aachen_000061_000019_leftImg8bit.png,112,298,0.25,r
aachen_000061_000019_leftImg8bit.png,896,466,0.5,r
aachen_000061_000019_leftImg8bit.png,1752,307,1,g
aachen_000064_000019_leftImg8bit.png,950,374,0.25,r
aachen_000064_000019_leftImg8bit.png,1575,258,0.25,r
aachen_000064_000019_leftImg8bit.png,410,442,0.125,r
aachen_000064_000019_leftImg8bit.png,795,227,0.25,r
aachen_000064_000019_leftImg8bit.png,424,448,0.5,g
aachen_000064_000019_leftImg8bit.png,282,385,0.25,g
aachen_000064_000019_leftImg8bit.png,969,362,0.25,g
aachen_000065_000019_leftImg8bit.png,1342,172,0.5,r
aachen_000065_000019_leftImg8bit.png,767,441,0.25,r
aachen_000065_000019_leftImg8bit.png,1320,172,0.25,r
aachen_000065_000019_leftImg8bit.png,694,441,0.25,r
aachen_000065_000019_leftImg8bit.png,135,287,0.5,g
aachen_000066_000019_leftImg8bit.png,936,451,0.25,r
aachen_000067_000019_leftImg8bit.png,1062,273,0.25,r
aachen_000067_000019_leftImg8bit.png,968,411,0.25,r
aachen_000067_000019_leftImg8bit.png,1166,356,0.125,g
aachen_000068_000019_leftImg8bit.png,1015,443,0.5,r
aachen_000068_000019_leftImg8bit.png,1608,279,1,g
aachen_000069_000019_leftImg8bit.png,1058,255,0.25,g
aachen_000069_000019_leftImg8bit.png,689,379,0.25,g
aachen_000069_000019_leftImg8bit.png,1199,381,0.125,g
aachen_000070_000019_leftImg8bit.png,1166,293,0.25,r
aachen_000070_000019_leftImg8bit.png,1226,446,0.25,r
aachen_000070_000019_leftImg8bit.png,1077,466,0.25,r
aachen_000070_000019_leftImg8bit.png,1348,383,0.125,r
aachen_000070_000019_leftImg8bit.png,1008,448,0.125,r
aachen_000070_000019_leftImg8bit.png,969,422,0.125,r
aachen_000070_000019_leftImg8bit.png,1093,441,0.25,r
aachen_000070_000019_leftImg8bit.png,1156,446,0.25,r
aachen_000070_000019_leftImg8bit.png,1209,363,0.125,r
aachen_000070_000019_leftImg8bit.png,1020,465,0.25,r
aachen_000071_000019_leftImg8bit.png,560,454,0.25,r
aachen_000071_000019_leftImg8bit.png,765,355,0.125,g
aachen_000071_000019_leftImg8bit.png,708,243,0.25,g
aachen_000071_000019_leftImg8bit.png,989,378,0.25,g
aachen_000072_000019_leftImg8bit.png,622,495,0.5,r
aachen_000072_000019_leftImg8bit.png,1030,270,0.25,r
aachen_000072_000019_leftImg8bit.png,1195,387,0.25,g
aachen_000072_000019_leftImg8bit.png,1144,437,0.125,g
aachen_000073_000019_leftImg8bit.png,786,455,0.25,r
aachen_000073_000019_leftImg8bit.png,1096,458,0.125,r
aachen_000073_000019_leftImg8bit.png,1274,419,0.125,g
aachen_000073_000019_leftImg8bit.png,1104,319,0.125,g
aachen_000073_000019_leftImg8bit.png,1256,419,0.25,g
aachen_000073_000019_leftImg8bit.png,749,341,0.125,g
aachen_000075_000019_leftImg8bit.png,907,487,0.25,r
aachen_000075_000019_leftImg8bit.png,916,486,0.25,r
aachen_000075_000019_leftImg8bit.png,1567,35,0.125,g
aachen_000075_000019_leftImg8bit.png,1579,271,0.25,g
aachen_000075_000019_leftImg8bit.png,1583,59,0.25,g
aachen_000078_000019_leftImg8bit.png,1091,449,0.25,r
aachen_000078_000019_leftImg8bit.png,1105,453,0.125,r
aachen_000078_000019_leftImg8bit.png,1127,418,0.25,r
aachen_000079_000019_leftImg8bit.png,1703,446,0.125,g
aachen_000079_000019_leftImg8bit.png,922,479,0.125,g
aachen_000079_000019_leftImg8bit.png,1688,443,0.125,g
aachen_000081_000019_leftImg8bit.png,1657,438,0.125,r
aachen_000081_000019_leftImg8bit.png,784,231,0.5,r
aachen_000081_000019_leftImg8bit.png,672,349,0.25,r
aachen_000083_000019_leftImg8bit.png,829,10,0.25,r
aachen_000083_000019_leftImg8bit.png,358,48,0.5,g
aachen_000083_000019_leftImg8bit.png,1033,5,0.25,g
aachen_000083_000019_leftImg8bit.png,354,24,0.25,g
aachen_000083_000019_leftImg8bit.png,389,104,0.125,g
aachen_000083_000019_leftImg8bit.png,767,88,0.125,g
aachen_000083_000019_leftImg8bit.png,951,28,0.125,g
aachen_000083_000019_leftImg8bit.png,407,4,0.125,g
aachen_000084_000019_leftImg8bit.png,662,232,0.5,r
aachen_000084_000019_leftImg8bit.png,1519,256,0.5,r
aachen_000084_000019_leftImg8bit.png,281,265,0.25,r
aachen_000084_000019_leftImg8bit.png,1699,299,0.5,r
aachen_000084_000019_leftImg8bit.png,1519,257,1,g
aachen_000084_000019_leftImg8bit.png,771,39,0.125,g
aachen_000084_000019_leftImg8bit.png,814,29,0.25,g
aachen_000084_000019_leftImg8bit.png,620,392,0.125,g
aachen_000084_000019_leftImg8bit.png,885,65,0.125,g
aachen_000084_000019_leftImg8bit.png,894,67,0.125,g
aachen_000087_000019_leftImg8bit.png,646,407,0.125,g
aachen_000088_000019_leftImg8bit.png,1297,377,0.125,r
aachen_000088_000019_leftImg8bit.png,1009,33,0.25,g
aachen_000088_000019_leftImg8bit.png,598,158,0.125,g
aachen_000088_000019_leftImg8bit.png,742,471,0.25,g
aachen_000089_000019_leftImg8bit.png,1192,59,0.125,g
aachen_000091_000019_leftImg8bit.png,536,457,0.125,r
aachen_000092_000019_leftImg8bit.png,1075,80,0.5,r
aachen_000092_000019_leftImg8bit.png,1374,331,0.5,r
aachen_000092_000019_leftImg8bit.png,1490,375,0.25,r
aachen_000092_000019_leftImg8bit.png,447,373,0.25,r
aachen_000092_000019_leftImg8bit.png,1019,469,0.25,r
aachen_000092_000019_leftImg8bit.png,418,350,0.25,g
aachen_000092_000019_leftImg8bit.png,1323,422,0.125,g
aachen_000095_000019_leftImg8bit.png,856,472,0.25,r
aachen_000096_000019_leftImg8bit.png,1002,293,0.25,g
aachen_000096_000019_leftImg8bit.png,1007,85,0.125,g
aachen_000096_000019_leftImg8bit.png,972,9,0.125,g
aachen_000098_000019_leftImg8bit.png,1453,455,0.125,g
aachen_000099_000019_leftImg8bit.png,650,356,1,r
aachen_000099_000019_leftImg8bit.png,1155,289,0.25,r
aachen_000099_000019_leftImg8bit.png,1278,398,0.125,g
aachen_000099_000019_leftImg8bit.png,798,412,0.25,g
aachen_000099_000019_leftImg8bit.png,42,429,0.25,g
aachen_000101_000019_leftImg8bit.png,264,307,0.25,r
aachen_000101_000019_leftImg8bit.png,313,461,0.25,r
aachen_000101_000019_leftImg8bit.png,394,461,0.25,r
aachen_000101_000019_leftImg8bit.png,280,466,0.25,r
aachen_000101_000019_leftImg8bit.png,416,397,0.125,g
aachen_000101_000019_leftImg8bit.png,20,347,0.25,g
aachen_000101_000019_leftImg8bit.png,404,406,0.25,g
aachen_000102_000019_leftImg8bit.png,785,395,0.125,r
aachen_000102_000019_leftImg8bit.png,760,398,0.125,g
aachen_000102_000019_leftImg8bit.png,772,398,0.125,g
aachen_000104_000019_leftImg8bit.png,688,460,0.25,r
aachen_000104_000019_leftImg8bit.png,783,331,0.25,r
aachen_000104_000019_leftImg8bit.png,730,461,0.25,r
aachen_000105_000019_leftImg8bit.png,842,451,0.125,r
aachen_000105_000019_leftImg8bit.png,1986,328,0.5,g
aachen_000105_000019_leftImg8bit.png,1155,429,0.125,g
aachen_000105_000019_leftImg8bit.png,1168,429,0.125,g
aachen_000105_000019_leftImg8bit.png,1381,3,0.25,g
aachen_000106_000019_leftImg8bit.png,1239,453,1,r
aachen_000106_000019_leftImg8bit.png,1527,391,0.25,r
aachen_000106_000019_leftImg8bit.png,1286,457,0.5,r
